time,Q,DP1/L corr,DP2/L corr,DP3/L corr
0.0,7.443188486688659e-06,896.8382096000673,872.2447992787165,844.223377217533
0.10005002501250625,3.3709249559178794e-06,694.4064797169736,674.8474397723604,676.0525281218589
0.2001000500250125,8.052755902627867e-07,479.60082101439747,648.3754081288722,512.2077421335949
0.3001500750375187,2.8726099215615904e-07,387.02142632096354,575.9111076767945,449.41774222525095
0.400200100050025,1.1543670087629692e-06,527.9718804116258,508.65367600567447,506.1440863971491
0.5002501250625312,2.4870284443054146e-06,625.0873375401653,628.9722706297192,648.89977658484
0.6003001500750375,3.395371776086718e-06,680.1589138782143,658.328153061458,681.4934247179468
0.7003501750875437,3.1119463627203253e-06,677.4815483483209,666.7986988093456,637.4718457608525
0.80040020010005,2.034174875822897e-06,629.6721855861872,580.3964593454463,535.7984987745265
0.9004502251125562,1.1630938502445213e-06,502.2968361277599,522.8996730429296,551.2182134495635
1.0005002501250624,7.611130767203936e-07,491.0918890637051,630.0024543033219,498.4211077236104
1.1005502751375686,6.852605988835573e-07,456.026577215593,652.018587154391,474.1613442421365
1.200600300150075,7.837634782679052e-07,491.26007811056746,612.805260538647,470.11723751816606
1.3006503251625812,1.1075069371263016e-06,500.01673592037326,495.80213352447737,524.3574932111089
1.4007003501750874,1.8390843318006993e-06,594.0109263417722,589.2723308170454,563.4558082912541
1.5007503751875937,2.241728769945135e-06,612.0467086794162,605.0319539904499,544.6565933400921
1.6008004002001,1.4284623021840935e-06,567.4598213042593,568.6101434417926,585.1445728730889
1.7008504252126062,1.2057596058429216e-07,377.1141552626881,530.6174798516726,417.5575290026753
1.8009004502251125,-2.8377131809526047e-07,-10.760454125967144,146.0420299385564,-14.992538127886931
1.9009504752376187,1.1477117586738743e-06,503.5834683354081,493.7530309497561,512.0149666185811
2.0010005002501248,4.459977042763626e-06,753.1064895954777,755.6559045090312,762.9372252914754
2.101050525262631,7.175903027234784e-06,896.3609144128723,855.599831173888,898.4782376644965
2.2011005502751373,6.158129254786803e-06,818.0207206388629,803.8836922362843,818.2892446228319
2.3011505752876436,2.547088261381271e-06,641.4678983324578,630.0203914321526,606.5463582169015
2.40120060030015,5.527589621020727e-07,461.96352629750584,599.5615862259435,464.5053522902457
2.501250625312656,1.8250588165452211e-06,593.4583464535665,575.04658845531,570.6876517254935
2.6013006503251623,3.9950968044358644e-06,699.4195922051233,703.1481523513556,712.4884617505471
2.7013506753376686,4.246515342545646e-06,728.2992863660482,748.1012649271078,720.923245932512
2.801400700350175,3.277975686371489e-06,709.6699222476622,657.7343945969358,694.5898997971259
2.901450725362681,3.827523710356811e-06,682.3661668224837,685.1134415579787,691.2288172615546
3.0015007503751874,5.707926196815443e-06,781.1389110873644,803.9397005115671,808.0261873509083
3.1015507753876936,6.080080067101649e-06,824.7507694527023,845.674240338504,798.0397148749147
3.2016008004002,4.07997280900719e-06,745.0717551230466,718.3260363113055,709.3728553970923
3.301650825412706,1.6885217159395185e-06,532.9272231213453,553.1147506634071,534.549464081865
3.4017008504252124,4.864907032913677e-07,449.08082739122466,580.0251352791848,427.3467111072306
3.5017508754377187,1.5448304289975256e-07,369.53043789618874,532.1945186974528,401.4167757029225
3.601800900450225,2.9510640770010703e-09,315.34225142444694,453.0631822644998,359.42340850406214
3.701850925462731,4.390499074763011e-08,375.76427377747024,483.2449918332331,366.18524265998735
3.8019009504752375,4.735771737117853e-07,432.1528073308997,585.2931656961499,437.5982502903862
3.9019509754877437,1.1080430170574944e-06,538.6099737353354,501.814843681175,531.1973968623195
4.0020010005002495,1.5929462729408367e-06,535.2861348065327,547.6326868593453,569.4603548176308
4.102051025512756,1.9026544887209607e-06,551.3803502111404,580.9754675937526,611.541716544712
4.202101050525262,2.218801065014674e-06,601.7113301078784,598.3537646455537,585.1396875939341
4.302151075537768,2.552471023099982e-06,615.6186619248674,623.6755912895713,613.412136262872
4.402201100550275,2.857996711431104e-06,658.8495651644813,661.6320710839111,630.8902565567176
4.502251125562781,3.0047754613187794e-06,711.5658959071252,621.223582843138,653.1932324635068
4.602301150575287,2.737823871925456e-06,623.5046126399648,636.2449185981674,678.1005568686547
4.702351175587793,2.0383406759479145e-06,603.7608635577261,616.2929290975405,589.9254826050219
4.8024012006003,1.3832357783868778e-06,508.52369856333786,552.5883926913589,513.6418061885872
4.902451225612806,1.3268115995374094e-06,521.3493314008969,541.6753743557971,556.3062931169214
5.002501250625312,1.4081594495625301e-06,559.4676677385528,553.7689238738211,514.136271682629
5.102551275637818,8.859048294575307e-07,491.7450857563708,637.4419680356631,503.3730477081906
5.202601300650325,5.580282044243454e-07,465.0428452753327,599.6289150425321,448.4387677860701
5.302651325662831,1.3926840104152268e-06,551.9446617853,542.8022067990486,560.0091340511561
5.402701350675337,2.3448368965871336e-06,612.5878679833011,576.2674020816189,639.8279539903957
5.5027513756878434,1.9967079317800216e-06,610.1101716375545,591.0229643325316,568.1636659134438
5.60280140070035,1.1763807372231616e-06,555.9597238600988,547.3120199492114,490.9253387247862
5.702851425712856,1.5067980729251246e-06,558.1430132922691,567.1895245621935,521.9888985493463
5.802901450725362,2.690980928880063e-06,658.6689127906145,648.6917001128232,667.2127569076498
5.9029514757378685,3.465804315960325e-06,663.6472230382557,700.0401966189401,642.1995472949781
6.003001500750375,3.4421743217310896e-06,695.5682713241032,682.7579798983194,686.7980904134827
6.103051525762881,3.076320938946051e-06,649.5849013052929,650.4511834950802,654.9708816612391
6.203101550775387,2.8356708893661338e-06,662.1038207488582,634.2428216159118,652.2165064042973
6.3031515757878935,2.3126373475319415e-06,632.6382271007228,599.9573501792814,581.981859979619
6.4032016008004,1.1598511478233101e-06,507.7269450196263,504.0594780093703,503.4019967049412
6.503251625812906,4.597914884420663e-07,451.5019240157876,605.7925575991168,460.0453647372618
6.603301650825412,1.2912105044288289e-06,502.19308369511054,526.1575791816496,526.6249563896179
6.703351675837919,2.8087124258941906e-06,612.5805357454506,640.5383234037204,664.9546094067322
6.803401700850425,3.509413746545214e-06,676.9752607165891,649.8640350959363,676.5705350659175
6.903451725862931,3.5838745726562474e-06,680.3655473737924,699.8853076475632,746.4539323672059
7.003501750875437,3.659428600968216e-06,676.1145574448253,665.2959307930519,695.2588199408841
7.103551775887944,2.9665383947172705e-06,652.2235244968783,657.4237531176627,659.938615366063
7.20360180090045,1.2382209538864657e-06,514.6682323607906,520.0006406255372,522.8681056329033
7.303651825912956,-2.3278164146649558e-07,-18.657813173062912,181.5332681415428,1.235647173047219
7.403701850925462,-2.361268687513653e-07,2.124398098631646,139.75114811441875,-6.285566005847005
7.503751875937969,1.5551191413754722e-06,544.2322717447634,566.1118079708962,560.1923964929367
7.603801900950475,4.0323908715166335e-06,710.6116933858457,733.893072724459,690.8409862004503
7.703851925962981,4.8614309317572485e-06,731.6727163962448,742.0282451995942,740.6560381157697
7.8039019509754874,3.3937922233882124e-06,699.2184960319678,681.7574820934235,719.3023536036385
7.903951975987994,1.4515604724966374e-06,556.9067473299923,559.0618245272634,518.3212428733345
8.004002001000499,3.760286869094101e-07,446.8758655723338,562.5909690758451,423.9916651254281
8.104052026013006,2.789541601104067e-07,415.2572085919751,543.4882157945401,409.4975435248615
8.204102051025512,1.1099842763967143e-06,503.78778972651696,529.1156450398478,512.68646176721
8.304152076038019,2.3504225791192206e-06,614.5384155959592,616.8357701573996,618.7258328514164
8.404202101050524,3.2419123557814945e-06,650.213867307259,676.6065124421863,663.8273991129531
8.504252126063031,3.704756864983174e-06,706.9631265591046,685.5624693846905,743.0083238364653
8.604302151075537,4.756863117606655e-06,743.8277988817471,756.5659688996043,734.5877759884542
8.704352176088044,6.924531865198513e-06,864.0737738621698,855.374331243995,866.2697469442769
8.80440220110055,7.673536665946384e-06,903.4140783094977,872.5007630317232,881.8720251448458
8.904452226113056,5.158792194792172e-06,788.1706403732511,799.5771686385557,783.5887599194167
9.004502251125562,2.521065510289285e-06,614.1792340507214,627.5217766457381,609.7412076464419
9.104552276138069,2.7556238719872404e-06,669.7390018223879,656.4668332856942,608.4580058995017
9.204602301150574,4.520915270963998e-06,765.5704305677391,731.283244929912,688.2310608914089
9.304652326163081,4.8892956497582306e-06,749.5992768407284,787.1934277000822,767.8760150470409
9.404702351175587,2.8872712868123763e-06,663.9090696841788,637.2023552121401,633.326701669447
9.504752376188094,6.790978140613772e-07,468.8076282878152,629.4108292945864,466.575475008334
9.6048024012006,5.072317877798299e-07,467.89984345929093,621.5709957987377,424.1468259260337
9.704852426213106,1.6068784172782575e-06,545.4709649318127,553.1897568424826,489.18680874846086
9.804902451225612,1.9088027942266914e-06,566.4237895283733,581.4639089304171,603.8031077847535
9.904952476238119,1.2140755790826302e-06,504.3251394925603,525.2423575838509,526.1490326480184
10.005002501250624,1.2088115477835072e-06,512.146055780263,542.7693388326462,547.7446920135525
10.105052526263131,2.4051195608342426e-06,626.3495087792813,628.705501054513,599.231367090051
10.205102551275637,3.1970454478989597e-06,679.5005101213869,676.8120676754978,710.5066822260271
